mean_spectral_centroid,std_spectral_centroid,mean_spectral_bandwidth,std_spectral_bandwidth,mean_spectral_contrast,mean_spectral_flatness,mean_spectral_rolloff,zero_crossing_rate,rms_energy,mean_pitch,min_pitch,max_pitch,std_pitch,spectral_skew,spectral_kurtosis,energy_entropy,log_energy,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,label
1801.3672799290787,1435.838644652222,1552.2987857973653,578.2841999144136,22.151259444675432,0.03962093,3384.4818376068374,0.13226579193376067,0.122610204,1662.5337,152.4653,3995.049,1246.8248,1.284320054640816,0.4362347310785344,38.87402,2.663429,-258.5982,94.93645,74.55537,57.30186,4.950125,45.12666,33.55642,25.456161,-12.442301,24.851908,0.121372305,13.398766,-1.0217539,13.540426,-2.7551792,14.126514,-6.6293683,12.847967,-8.987963,12.447445,-8.995208,9.754584,-2.8649685,12.077667,-11.178309,8.572477,0
1598.8943078282127,628.2835316657506,1490.5826781471712,339.4036185636689,22.471643824893178,0.014258596,3109.1086647727275,0.10002552379261363,0.06886507,1444.4185,155.3569,3966.329,1017.36725,1.3997347833397569,3.081147924477616,21.904305,1.8017306,-276.49173,112.27665,76.04387,32.931404,-25.45917,42.696125,42.46195,30.624659,-26.246483,22.550642,-4.4015536,17.087568,-21.246115,18.886145,2.8952959,13.012046,-16.61117,15.896351,-6.1932416,11.316547,-10.097709,9.593269,-9.612456,12.420401,-0.9197476,13.058881,0
1536.263686085809,859.3664158576861,1700.0324059284037,378.2380912912072,22.769087782731233,0.011082856,3094.6514423076924,0.09453250200320513,0.0974371,954.30707,153.41756,3984.4895,900.7083,2.630198680581828,6.961734661956637,23.3433,2.0281606,-229.59879,94.38428,90.53227,35.46811,7.611621,34.324028,22.576805,22.803368,-10.386429,16.132437,0.12662542,14.7193575,-10.055335,14.903807,-10.2706375,12.857751,-8.417585,12.777819,-2.9488523,11.517349,-3.9561696,9.840611,-7.748046,10.415177,-1.2265729,9.0428,0
1690.173140165151,1034.633757632903,1651.8000182624542,457.96499366076637,21.952416087069494,0.0156938,3349.025974025974,0.11614118303571429,0.099658325,952.4948,155.63399,3990.5305,870.52655,2.260964984138286,5.086866210513627,22.90212,2.0377977,-242.35098,103.510025,80.918335,46.039143,5.920112,37.963882,31.55305,32.890884,-11.7368,21.871628,2.2758646,14.689704,-10.929965,14.621195,-11.958532,16.402822,-9.321981,14.001036,-4.950418,14.944352,-1.6979465,10.1870985,-4.9603033,12.10146,4.4504066,9.460653,0
1959.23932407936,1026.4715037216968,1836.422448688191,449.2507034123589,19.48237308198476,0.047628462,3951.5625,0.14533797554347827,0.042357445,1472.4493,153.44875,3995.6018,1173.7754,1.1769626253354153,1.0864970643431304,17.740105,1.5833211,-372.66806,176.06047,69.57248,45.160667,5.6584897,40.023163,25.810608,28.575544,0.41216972,23.81214,9.390687,20.046139,0.6232275,14.778491,-7.7956977,25.0086,-1.5803074,14.586946,-6.0975747,17.737038,-7.8652177,13.245538,-0.25686076,10.363515,-8.064194,11.967295,0
1363.6080575664685,808.4699002294124,1381.2418562177018,470.26507768496447,21.820919053876242,0.017171988,2672.3901098901097,0.10352635645604395,0.087131724,1308.6198,152.4977,3987.5906,999.6839,2.455144994504685,8.31710051777964,24.834911,2.0705252,-303.3545,130.81387,88.29162,41.929405,-12.971812,45.624527,31.64297,25.066116,-11.662047,26.701946,-9.630598,18.400763,-31.194864,20.86405,-13.29552,16.190062,-16.880617,14.55959,-5.1314726,10.015854,-11.992119,12.407557,-9.780418,13.463224,-2.761938,10.065494,0
1557.0131341910112,1005.9071011700472,1560.4300480059114,458.6248761656192,21.55724592159128,0.018400483,3092.5632911392404,0.11124777492088607,0.100378655,1193.689,156.26463,3986.953,1059.8134,2.254856475183059,4.833308644491548,23.33386,2.0706422,-266.01608,120.71806,86.27166,44.807053,-0.044597432,36.196423,22.616844,28.531044,-17.568037,25.366243,7.957592,18.98719,-18.13805,20.10326,-3.506846,14.073492,-7.048856,14.262437,-1.561779,12.440482,-12.515387,12.215359,4.6055017,8.845929,-11.702958,11.278259,0
1475.4592413478206,1205.687800650691,1411.7079528976235,642.4333268954921,22.185261320564656,0.029669544,2778.023097826087,0.11454971976902174,0.1158998,1040.2998,153.01546,3995.8984,1000.5194,1.793651499954591,2.458524212151997,29.450775,2.3667593,-282.5525,116.153725,98.69759,59.761738,-4.400326,45.028244,21.230179,29.9339,-14.6006775,23.242409,2.4073267,14.344947,-4.3748817,13.98255,-6.8654766,16.06978,-5.951738,14.889601,-10.17873,12.091004,-9.006166,8.944178,-3.188454,11.052228,-7.366594,8.200089,0
1534.9461600537663,526.6895440463697,1591.4947552504132,422.7692476520435,20.729112663696817,0.012642468,3302.933673469388,0.08809988839285714,0.11462945,1318.8698,162.49658,3968.0452,994.2916,0.6887319466587257,0.8796835525844986,15.240791,1.7257698,-246.40468,137.07759,76.60178,36.997295,-15.215882,39.677364,36.24062,23.496136,-25.991352,30.283531,-3.6924887,15.082087,-24.508564,22.371552,-2.4370887,16.924475,-16.555172,15.135865,-0.3973343,9.569937,-7.5559893,12.354342,-11.694923,10.75139,2.3366625,5.3852825,0
1338.1103240258476,519.8612188769007,1493.1752570250003,263.95202608313133,22.353699581604577,0.010863471,2636.3790760869565,0.07309358016304347,0.10299627,1311.9622,169.00296,3995.734,1045.3618,2.0779509896879356,5.778860186164724,14.048102,1.5555788,-223.23312,118.391235,99.223305,28.597612,-5.046107,28.008106,31.752928,21.68811,-16.656971,17.912111,-5.340896,18.632444,-17.418465,14.707681,-9.404755,11.33703,-9.165214,13.166318,-8.703977,11.4945,0.48796654,8.6608,-9.207306,9.63698,-0.799582,7.844932,0
1353.2429722859613,494.16698969958406,1498.9429683507904,378.2698257943773,22.040188835558034,0.010366361,2782.0638020833335,0.072509765625,0.106895864,1472.3044,161.52113,3992.4177,1115.348,1.5191516933656704,3.867020600194829,14.546257,1.6353009,-257.22427,135.40642,92.665245,36.79121,-5.2815804,33.692554,33.626743,32.17892,-12.251187,25.329367,1.3332227,18.508888,-15.648186,19.183218,-11.58271,16.134275,-8.153587,15.698895,-9.846975,12.344796,1.1947993,9.528783,-2.9959748,9.256916,3.5281684,6.404761,0
1648.8047405076866,759.6130198495183,1530.1575419581113,361.67680101428897,21.484256100304723,0.02505685,3209.6656976744184,0.10316360828488372,0.10234967,1708.3057,155.34453,3992.7363,1197.0964,1.1093661531733605,0.1965654945346893,12.228267,1.4818399,-231.25441,123.74873,86.23364,42.77493,-18.701859,30.628027,33.428192,25.406342,-10.566199,22.708656,0.88996303,22.284737,-4.7799606,23.26923,-21.386307,23.340136,-2.9338202,14.858001,-10.8697605,16.58971,-7.378341,11.436847,5.124259,9.990906,-9.730164,9.882566,0
1448.9613051551603,706.2771110644478,1482.7090967810273,439.62827715918235,21.22319714227437,0.018742489,2937.01171875,0.08024088541666667,0.09757697,1550.0535,153.93765,3990.9695,1176.754,1.1056656199454105,0.3123782477292938,13.274302,1.5440872,-291.7594,109.62243,75.37358,42.42532,-7.5620904,23.575191,39.85257,33.50746,-17.130442,21.26394,-4.5759716,16.150103,-28.187048,21.678064,-15.546405,11.474725,-15.97553,13.139553,-7.0909386,9.660306,2.8801508,8.780333,-5.555101,15.930113,-0.97790474,8.450671,0
1379.990343795823,590.7253751901462,1544.3943201388167,470.27525953859146,20.33002766382786,0.0113813095,2977.3936170212764,0.08095079787234043,0.11369298,1156.4595,155.88031,3977.555,982.2354,2.144469202347276,7.467379240427901,14.58568,1.6758939,-256.36285,167.96039,92.85787,40.180622,-7.90386,33.11885,27.90565,21.09939,-12.179056,29.537127,-0.002749991,16.708706,-20.950253,23.750467,1.3983169,13.73695,-4.142167,14.742881,0.9590761,9.911426,-7.422202,11.2970495,5.0482454,8.334842,-9.3217,11.788882,0
1693.9424204131383,1190.772998077213,1558.6862250765648,571.4548698529488,21.57854219719438,0.049290977,3307.565789473684,0.10719915021929824,0.113077566,1518.0055,153.42744,3984.8438,1199.6356,1.2092574757867254,0.4035460584969197,17.162294,1.86337,-287.35864,133.3107,83.06782,56.0404,-3.1320217,34.551746,29.099699,29.614002,-11.673857,21.251102,-0.63336384,12.470483,-8.755235,12.094238,-8.187354,20.478504,-3.5157473,10.11013,-7.2511015,11.879285,-3.5552485,7.3130574,-0.24404848,10.310427,-6.784746,7.4773593,0
1328.4258397749327,644.9457309712806,1513.2143810643472,427.28802885103323,21.564372119756758,0.0059241652,2749.0146396396394,0.07705166103603604,0.070447735,908.6013,158.64629,3990.686,751.1431,1.8010569982185538,5.264227291490936,27.540707,2.056646,-296.11353,130.03976,92.48156,39.217686,-7.121047,39.88635,27.361662,25.580229,-9.791638,28.855824,13.272046,20.438753,-16.949795,21.319193,7.9094644,16.198364,-14.586909,21.050043,3.011747,9.606025,-9.737202,12.659868,-5.709619,12.117432,1.1078036,12.262232,0
1399.5020531710522,719.8643388241902,1539.496403301882,384.96385549459166,22.099621762176998,0.011263825,2708.671875,0.078232421875,0.074197724,993.6634,156.38698,3993.0269,752.8767,2.6670178896528336,8.23589836552615,26.008934,2.0041482,-236.40486,91.777145,107.30294,34.6793,-6.4303007,34.201775,16.1365,20.667088,-8.509847,16.424622,2.674014,11.00484,-13.19533,15.054051,-8.337081,12.374021,-6.7855473,9.630694,-4.911771,9.1818495,0.074140005,10.016102,-11.83044,12.079414,-4.4033155,7.441326,0
1467.7622223273959,842.0286393157994,1560.7518282009344,475.77787471966263,22.077678514008397,0.011972622,2998.779296875,0.0973358154296875,0.09129453,992.42554,156.6151,3955.5496,800.7024,2.528824966437227,6.781544114995986,27.614738,2.1706839,-254.05377,126.73604,102.75684,40.67659,-4.470515,35.39882,17.244165,19.251385,-12.454083,29.309452,9.343621,15.261264,-14.778525,18.466784,-9.131973,14.98677,-3.88403,12.701036,-2.8729658,10.936138,-2.5112936,9.7989235,-7.1257668,12.630341,0.6585061,9.271672,0
1896.4215779204617,1004.1257900103458,1759.9253762329981,531.9393164546497,19.89226155463324,0.033589244,3740.205223880597,0.127656395755597,0.034686238,1342.9076,153.04214,3990.6084,1061.4994,1.1580047277734846,1.413756785837081,18.561897,1.5364275,-394.1908,174.24411,75.97559,48.482285,-0.3309964,44.08502,20.511124,22.645613,0.45751134,26.379427,12.743644,18.004917,-1.9395205,15.869781,-9.519312,23.177736,0.44233942,16.094997,0.019922128,12.008455,-5.293407,14.379581,0.37541804,8.6596775,-10.013988,11.213764,0
1233.1428653467694,836.2455977445812,1299.7657928806311,514.4593089849658,22.847120918078343,0.013408732,2310.040509259259,0.09827112268518519,0.08919941,1074.8086,159.40424,3986.6548,898.59534,2.412026631135597,6.207293188503064,30.570286,2.2652504,-292.36835,114.02201,108.63801,45.517124,-1.5739331,36.72364,15.892919,26.62971,-18.216637,28.01581,2.7869875,18.005121,-23.252892,22.002289,-14.924824,13.426131,-12.3683405,12.256142,-4.5473676,12.269504,-8.031586,10.770865,-9.119725,13.897118,-0.41171488,8.775769,0
1523.5245918341263,1012.0593104381489,1516.7157557227165,482.7859417825207,22.138569760137635,0.0076574874,2784.8622311827958,0.10787340389784947,0.11668486,932.5265,155.05304,3992.2573,674.13855,2.713598487792998,7.224234629938135,31.055628,2.384321,-225.82903,117.391075,97.01478,44.455956,-10.814137,36.754898,7.3654227,23.942225,-13.1461115,26.533552,5.844259,18.204254,-17.73072,18.066887,1.4331998,18.463284,-3.6928003,13.758268,3.5004728,9.8003845,-16.60657,13.934111,1.4375932,8.422602,-14.716489,11.007781,0
1418.1528402964882,1183.2220306183724,1338.2878542236438,616.5211231395848,22.110247203096655,0.030699966,2561.4965596330276,0.1149924741972477,0.12532383,1376.4442,152.84076,3988.6797,1097.242,2.0314503427364983,3.200586287064154,37.207035,2.6144936,-261.19656,117.305466,111.95447,56.211586,-15.037197,47.302654,7.946655,21.719763,-8.415671,28.434849,5.719912,17.102346,-5.417695,13.895592,-4.8792043,14.6658125,-2.133611,13.76243,-4.448723,7.6162524,-11.294484,8.354095,-5.366762,9.732408,-9.856688,7.713658,0
1616.4297279241598,815.6228178509549,1693.4988505633467,437.00472373840194,21.797603652826897,0.006022286,3446.4727722772277,0.08944248917079207,0.11375032,638.9475,155.20644,2916.0815,531.9008,2.310109340610934,6.250363844251632,32.30173,2.4413712,-247.30289,111.63843,74.4702,37.10095,8.480141,38.75425,43.50125,35.986412,-14.807419,28.940804,6.6118116,18.907982,-15.092723,22.342995,4.3798213,11.569182,-23.468216,20.075743,-1.2897485,10.076658,-10.083854,10.330539,-7.3344364,11.497956,3.0154607,10.937543,0
1844.6761732196283,1100.8185307478198,1750.3330465958675,409.8125964697177,22.112798293975565,0.02428087,3675.9826030927834,0.12684238079896906,0.113599166,1375.9042,156.37926,3994.3357,1144.0131,1.665587514832211,1.839450116478396,31.53447,2.399632,-197.72264,79.73297,79.236244,37.273712,11.866495,29.843662,41.930454,30.044247,-12.591076,19.170021,-2.4422007,14.876874,-14.19617,14.083835,-10.223299,14.685354,-12.913144,12.298522,-6.7117333,11.3808775,-1.2180928,9.153679,-8.594502,11.898042,-2.1598597,8.990711,0
1889.7543779509917,1245.9480619681638,1665.1838364432235,448.45084368396937,21.51268876558358,0.015293756,3591.064453125,0.14289347330729166,0.083080254,1110.8384,152.49564,3992.9863,1019.4816,1.8654698053109495,2.709215896479429,26.314457,2.0764,-248.04578,96.20005,73.0745,51.362022,8.227557,34.534737,39.235703,31.253578,-11.29655,27.595226,-0.938013,14.656915,-17.60472,18.420803,-8.333839,13.787288,-12.300006,13.519373,-8.495256,13.343054,-3.857425,12.21371,-0.75753045,10.071756,2.2218997,7.792307,0
2011.5427703053172,1129.133643189447,1807.9553300274883,473.21633539138253,20.465124502458952,0.03185548,3956.3268442622953,0.1516473488729508,0.037331793,1498.4769,153.20015,3992.4048,1212.3219,1.3694585136169262,1.3059661959789386,18.104313,1.516111,-363.22284,148.7624,64.969955,45.462635,3.442868,35.25561,32.94315,31.7176,-0.9432933,26.16939,7.6252093,19.244015,0.28893498,16.577734,-11.126471,23.886995,-3.3207467,15.844072,-8.0394945,18.08815,-7.9863906,15.773288,1.3418539,8.499581,-8.410672,10.716442,0
1375.7173031657092,809.2539204515365,1489.7750832281486,444.5235747395656,21.699517328743383,0.006285253,2854.7979797979797,0.09889421559343434,0.09605757,913.46735,154.66235,3986.9238,906.2974,3.0151217105343164,10.456206906383962,29.30288,2.2523124,-281.29044,106.51756,86.864655,42.062153,3.3138764,37.164783,43.126106,33.731735,-17.330309,26.553633,-3.9818554,15.138412,-28.627064,21.68021,-16.861069,12.901379,-17.844383,14.673204,-7.0125628,10.3929205,-10.395314,11.277062,-9.119907,13.601764,-2.6870983,10.404163,0
